
FUNDAÇÃO GETULIO VARGAS
IBRE
Consulta Ins.Inf x Sugestão
Data :   01/06/2022

Data;Job Ins.Inf (atual);Item Ins.inf (atual);Cod.Ins.Inf (atual);Desc. Ins.Inf (atual);Unid.Medida Ins.Inf (atual);Cod.Ins.Inf (gerado);Dsc.Insumo (sugerido);Unid.Med.Insumo (sugerido);Classificação Ins.Inf (atual);Status MT Ins.Inf (atual);Observação;Justificativa Livre
10/05/2022;IPC;530107001;636985;BONECA NÃO ANIMADA BARBIE  MATTEL;UNID;1557978;BONECA NÃO ANIMADA BARBIE SEREIA MATTEL;UNID;FT com sugestão;;;
10/05/2022;IPC;111101007;1501082;AÇUCAR REFINADO   DA BARRA PCT 1;KG;1557979;AÇUCAR REFINADO  ALTO ALEGR PCT 1;KG;FT com sugestão;;;
10/05/2022;IPC;530107002;1431753;BONECA NÃO ANIMADA DEDINHA  NOVA TOYS;UNID;1557980;BONECA NÃO ANIMADA LITTLE MOMMY HORA DE COMER E LAVAR MATTEL;UNID;FT com sugestão;;;
10/05/2022;IPC;111329015;1460364;PESSEGO EM CALDA EXTRA, EM METADES SEM CAROCO  GB LT 425;G;1557982;ABACAXI EM CALDA FATIADO ODERICH LT 830;G;FT com sugestão;;;
10/05/2022;IPC;113113019;1463512;MAIONESE   SOYA SACHE 500;G;1557989;MAIONESE TRADICIONAL SOETO EMB 290;G;FT com sugestão;;;
10/05/2022;IPC;111515005;1425869;QUEIJO MINAS FRESCAL - LIGHT EM SÓDIO  SANTA CLAR;KG;1557990;QUEIJO COALHO NO PALITO SANTA CLAR PCT 360;G;FT com sugestão;;;
10/05/2022;IPC;510515016;1507940;LIVRO NÃO-FICÇÃO-COMO FAZER AMIGOS E INFLUENCIAR PESSOAS DALE CARNEGIER  SEXTANTE;UNID;1557991;LIVRO FICÇÃO - SEGREDOS MAGICOS DA SUA MENTE DAVID MEDINA ED.CITADEL;UNID;FT com sugestão;;;
10/05/2022;IPC;112757048;1522765;SALAMINHO PEÇA  SANTA CLAR EMB 280;G;1557992;SALAMINHO PEÇA SANTA CLAR EMB 180;G;FT com sugestão;;;
10/05/2022;CADTERCSEM;279625;1455428;MEL DE ABELHA COM FAVO  SIQUEIRA PTE 750;G;1557993;MEL DE ABELHA LARANJEIRA APISNUTRI PTE 1;KG;FT com sugestão;;;
10/05/2022;CADTERCSEM;279660;1417262;BISCOITO WAFER CHOCOLATE  KIDLAT PCT 115;G;1557994;BISCOITO DOCE WAFER CHOCOLATE DUCHEN PCT 85;G;FT com sugestão;;;NÃO CONSTA NO SISTEMA O INSUMO SOLICITADO.
10/05/2022;CADTERC-IC;;1349841;IMPRESSORA SL-M4020ND LASER MONO  SAMSUNG;UNID;;;;NC sem sugestão;;;
10/05/2022;CADTERC-IC;;1349843;IMPRESSORA LASER MONOCROMÁTICA M4070FR  SAMSUNG;UNID;;;;NC sem sugestão;;;
10/05/2022;CADTERC-IC;;1349870;IMPRESSORA MFP 33345DNI A4 LASER MONO  XEROX;UNID;;;;NC sem sugestão;;;
10/05/2022;CADTERC-IC;;1349875;CARTUCHO DE TONER MAGENTA 6600 106R02234-NO  XEROX;UNID;;;;NC sem sugestão;;;
10/05/2022;CADTERC-IC;;1354079;IMPRESSORA MFP L2540 A5 LASER MONO DCP-L2540DW  BROTHER;UNID;;;;NC sem sugestão;;;
10/05/2022;CADTERC-IC;;1356052;IMPRESSORA MPF MPS5502MB A4 LED DUPLEX WIFI 120V  OKIDATA;UNID;;;;NC sem sugestão;;;
10/05/2022;CADTERC-IC;;1354080;IMPRESSORA MFP 1617 A5 LASER MONO DCP-1617NW  BROTHER;UNID;;;;NC sem sugestão;;;
10/05/2022;CADTERCSEM;280724;1395463;MANDIOCA CONGELADA CORTADA EM TOLETE  NUTRIZ PCT 2;KG;1557996;MANDIOCA CONGELADA CORTADA EM PALITO NUTRIZ PCT 1;KG;FT com sugestão;;;
10/05/2022;IPC;111329007;1547183;BALA   FLORESTAL PCT 124;G;1557997;BALA MASTIGÁVEL SABORES FLORESTAL;KG;FT com sugestão;;;
10/05/2022;IPC;113511024;1423127;ACHOCOLATADO EM PO POWER  APTI SACHE 700;G;1557998;ACHOCOLATADO EM PO  TODDY PTE 400;G;FT com sugestão;;;
10/05/2022;IPC;530107002;1431752;BONECA NÃO ANIMADA DEDINHA  NOVA TOYS;UNID;1557999;BONECA NÃO ANIMADA BABY ALIVE - LANCHINHO DIVERTIDOS HASBRO;UNID;FT com sugestão;;;
10/05/2022;IPC;111329006;1534539;PESSEGO EM CALDA EM METADES SEM CAROCO - CROCHEMORE   LT 450;G;1558002;ABACAXI EM CALDA FATIADO CBS LT 800;G;FT com sugestão;;;
10/05/2022;IPC;530107002;1431754;BONECA NÃO ANIMADA DEDINHA  NOVA TOYS;UNID;1558004;BONECA NÃO ANIMADA LITTLE MOMMY HORA DE DORMIR MATTEL;UNID;FT com sugestão;;;
10/05/2022;IPC;430127036;622003;DEO COLONIA EGEO WOMAN  BOTICARIO FCO 100;ML;1558005;DEO COLONIA EGEO HIT BOTICARIO FCO 90;ML;FT com sugestão;;;
10/05/2022;IPC;510513057;1502110;LIVRO NÃO FICÇÃO - O PODER DA AUTORRESPONSABILIDADE PAULO VIEIRA  ED GENTE;UNID;1558006;LIVRO DE NÃO FICÇÃO - EM BUSCA DE NOS MESMOS CLOVIS DE BARROS FILHO ED.CITADEL;UNID;FT com sugestão;;;
10/05/2022;DNIT;1194;1284057;TRATOR DE PNEUS 82 KW - MOD:1185  YANMAR;UNID;1558012;TRATOR DE PNEUS 82 HP  - MOD:1185  AGRITECH UNID AGRITECH;UNID;MT com sugestão;;;
10/05/2022;ALIVAR;9990;1523559;ALIMENTO A BASE DE HIDRATO DE CARBONO   CREMOGEMA CX 460;G;1558040;ALIMENTO A BASE DE HIDRATO DE CARBONO  CREMOGEMA CX 500;G;FT com sugestão;;;
10/05/2022;ALIVAR;10013;1522289;LEITE DE COCO   CARREFOUR GFA 200;ML;1558041;LEITE DE COCO TRADICIONAL SOCOCO GFA 200;ML;FT com sugestão;;;
10/05/2022;ALIVAR;10046;1522275;SAL REFINADO DE MESA/COZINHA   CARREFOUR PCT 1;KG;1558042;SAL REFINADO DE MESA/COZINHA  GLOBO PCT 1;KG;FT com sugestão;;;
10/05/2022;ALIVAR;272997;1536176;AVEIA EM FLOCOS FINOS   QUALITA CX 200;G;1558054;AVEIA EM FLOCOS FINOS NESTLE CX 170;G;FT com sugestão;;;
10/05/2022;IPC;120304005;1508473;AÇAI PRONTO    COPO 237;ML;1558058;AÇAI PRONTO   COPO 237;G;MT com sugestão;;FAVOR CONSIDERAR A CARACTERISTICA;FAVOR CONSIDERAR A CARACTERISTICA
10/05/2022;IPC;120304027;1508474;AÇAI PRONTO    COPO 480;ML;1558059;AÇAI PRONTO   COPO 480;G;MT com sugestão;;FAVOR CONSIDERAR A CARACTERISTICA;FAVOR CONSIDERAR A CARACTERISTICA
10/05/2022;IPC;120304028;1508475;AÇAI PRONTO    COPO 710;ML;1558060;AÇAI PRONTO   COPO 710;G;MT com sugestão;;FAVOR CONSIDERAR A CARACTERISTICA;FAVOR CONSIDERAR A CARACTERISTICA
10/05/2022;IPC;120304029;1511204;AÇAI PRONTO    COPO 1;L;1558061;AÇAI PRONTO   COPO 1;KG;MT com sugestão;;FAVOR CONSIDERAR A CARSCTRISTICA;FAVOR CONSIDERAR A CARSCTRISTICA
10/05/2022;IPC;620319010;1306216;PNEU PARA AUTOMOVEL RADIAL SEM CAMARA 165/70 R13 - MOD.: EURODRIVE  EUZKADI;UNID;1558062;PNEU PARA AUTOMOVEL RADIAL SEM CAMARA 175/70 R13 82T - MOD.: EURODRIVE 2 EUZKADI;UNID;MT com sugestão;;FAVOR CONSIDERA CARACTERISTICA;FAVOR CONSIDERA CARACTERISTICA
10/05/2022;IPC;430125004;1516499;PAPEL HIGIENICO FOLHA DUPLA BRANCO PICOTADO  ALPINO PCT C/16RO 30;M;1558064;PAPEL HIGIENICO FOLHA DUPLA BRANCO PICOTADO - VIP VELUD PCT C/16RO 30;M;MT com sugestão;;FAVOR CONSIDERAR CARACTERÍSTICAS;FAVOR CONSIDERAR CARACTERÍSTICAS
10/05/2022;IPC;112509014;1507712;FILÉ DE TILÁPIA CONGELADA   SAINT PETE EMB 450;G;1558065;FILE DE TILAPIA CONGELADO SEARA PCT 600;G;MT com sugestão;;FAVOR CONSIDERAR CARACTERÍSTICAS;FAVOR CONSIDERAR CARACTERÍSTICAS
10/05/2022;IPC;530103033;1520874;BICICLETA ARO 29 COM 21 MARCHAS MOD: MIRAGE  HOUSTON;UNID;1558066;BICICLETA ARO 26 COM 21 MARCHAS MOD.: FOXER HAMMER HOUSTON;UNID;MT com sugestão;;FAVOR CONSIDERAR CARACTERÍSTICAS;FAVOR CONSIDERAR CARACTERÍSTICAS
10/05/2022;IPC;111911004;1546207;CONTRA-FILE DE BOVINO REFRIGERADA/CONGELADA EMBALADA A VACUO  MATURATTA;KG;1558068;CONTRA-FILE DE BOVINO REFRIGERADA/CONGELADA;KG;MT com sugestão;;FAVOR CONSIDERAR CARACTERÍSTICAS;FAVOR CONSIDERAR CARACTERÍSTICAS
10/05/2022;IPC;;1455004;ARROZ PARBOILIZADO LONGO FINO TIPO 1  URBANO PCT 1;KG;;;;MT sem sugestão;;FAVOR CONSIDERAR MARCA;FAVOR CONSIDERAR MARCA
11/05/2022;IPA;202226204;1257506;PLACA DE REDE MOD.: TG-3269 GIGABIT - 1 PORTA RJ-45 DE 10/100/1000 MBPS  TP-LINK;UNID;1558072;PLACA DE REDE  D-LINK DGE-528T GIGAEXPRESS 10/100/1000MB TP-LINK;UNID;NC com sugestão;;;
11/05/2022;IPA;202225402;1247318;DOBRADIÇA DE FERRO BICROMATIZADO TIPO CHUMBAR COM UMA HASTE N.1 - 20CM - REF.: 109  FORSUL;UNID;1558073;DOBRADIÇA DE FERRO BICROMATIZADO TIPO CHUMBAR COM UMA HASTE N.1 - 20CM FORSUL;UNID;MT com sugestão;Alteração de Característica / Especificação;;FEITA MT PARA ALTERAR O CÓDIGO INTERNO DO PRODUTO QUE ESTAVA  NA DESCRIÇÃO. INCLUSO O CÓDIGO NO CAMPO "SINÔNIMO". ALTERAÇÃO DE PREÇO EM FUNÇÃO DO AUMENTO DE CUSTO DO AÇO E DA INDUSTRIALIZAÇÃO (PINTURA BICROMATIZADO).
11/05/2022;ICC;118;1247318;DOBRADIÇA DE FERRO BICROMATIZADO TIPO CHUMBAR COM UMA HASTE N.1 - 20CM - REF.: 109  FORSUL;UNID;1558073;DOBRADIÇA DE FERRO BICROMATIZADO TIPO CHUMBAR COM UMA HASTE N.1 - 20CM FORSUL;UNID;MT com sugestão;Alteração de Característica / Especificação;;FEITA MT PARA ALTERAR O CÓDIGO INTERNO DO PRODUTO QUE ESTAVA  NA DESCRIÇÃO. INCLUSO O CÓDIGO NO CAMPO "SINÔNIMO". ALTERAÇÃO DE PREÇO EM FUNÇÃO DO AUMENTO DE CUSTO DO AÇO E DA INDUSTRIALIZAÇÃO (PINTURA BICROMATIZADO).
11/05/2022;IPA;202225402;1247319;DOBRADIÇA DE FERRO BICROMATIZADO TIPO CHUMBAR COM UMA HASTE N.2 - 25CM - REF.: 110  FORSUL;UNID;1558082;DOBRADIÇA DE FERRO BICROMATIZADO TIPO CHUMBAR COM UMA HASTE N.2 - 25CM FORSUL;UNID;MT com sugestão;Alteração de Característica / Especificação;;FEITA MT PARA ALTERAR O CÓDIGO INTERNO DO PRODUTO QUE ESTAVA  NA DESCRIÇÃO. INCLUSO O CÓDIGO NO CAMPO "SINÔNIMO". ALTERAÇÃO DE PREÇO EM FUNÇÃO DO AUMENTO DE CUSTO DO AÇO E DA INDUSTRIALIZAÇÃO (PINTURA BICROMATIZADO).
11/05/2022;ICC;118;1247319;DOBRADIÇA DE FERRO BICROMATIZADO TIPO CHUMBAR COM UMA HASTE N.2 - 25CM - REF.: 110  FORSUL;UNID;1558082;DOBRADIÇA DE FERRO BICROMATIZADO TIPO CHUMBAR COM UMA HASTE N.2 - 25CM FORSUL;UNID;MT com sugestão;Alteração de Característica / Especificação;;FEITA MT PARA ALTERAR O CÓDIGO INTERNO DO PRODUTO QUE ESTAVA  NA DESCRIÇÃO. INCLUSO O CÓDIGO NO CAMPO "SINÔNIMO". ALTERAÇÃO DE PREÇO EM FUNÇÃO DO AUMENTO DE CUSTO DO AÇO E DA INDUSTRIALIZAÇÃO (PINTURA BICROMATIZADO).
11/05/2022;IPA;202225402;1247320;DOBRADIÇA DE FERRO BICROMATIZADO TIPO CHUMBAR COM UMA HASTE N.3 - 35CM - REF.: 111  FORSUL;UNID;1558083;DOBRADIÇA DE FERRO BICROMATIZADO TIPO CHUMBAR COM UMA HASTE N.3 - 35CM FORSUL;UNID;MT com sugestão;Alteração de Característica / Especificação;;FEITA MT PARA ALTERAR O CÓDIGO INTERNO DO PRODUTO QUE ESTAVA  NA DESCRIÇÃO. INCLUSO O CÓDIGO NO CAMPO "SINÔNIMO". ALTERAÇÃO DE PREÇO EM FUNÇÃO DO AUMENTO DE CUSTO DO AÇO E DA INDUSTRIALIZAÇÃO (PINTURA BICROMATIZADO).
11/05/2022;IPA;202225402;1247343;FERROLHO DE SEGURANÇA BICROMATIZADO 40CM TIPO CENTRAL SUPERIOR - REF.: 276  FORSUL;UNID;1558084;FERROLHO DE SEGURANÇA BICROMATIZADO 40CM TIPO CENTRAL SUPERIOR FORSUL;UNID;MT com sugestão;Alteração de Característica / Especificação;;FEITA MT PARA ALTERAR O CÓDIGO INTERNO DO PRODUTO QUE ESTAVA  NA DESCRIÇÃO. INCLUSO O CÓDIGO NO CAMPO "SINÔNIMO". ALTERAÇÃO DE PREÇO EM FUNÇÃO DO AUMENTO DE CUSTO DO AÇO E DA INDUSTRIALIZAÇÃO (PINTURA BICROMATIZADO).
11/05/2022;IPA;202225402;1247332;FERROLHO DE SEGURANÇA TRINCO BICROMATIZADO 15CM - REF.: 217  FORSUL;UNID;1558085;FERROLHO DE SEGURANÇA TRINCO BICROMATIZADO 15CM FORSUL;UNID;MT com sugestão;Alteração de Característica / Especificação;;FEITA MT PARA ALTERAR O CÓDIGO INTERNO DO PRODUTO QUE ESTAVA  NA DESCRIÇÃO. INCLUSO O CÓDIGO NO CAMPO "SINÔNIMO". ALTERAÇÃO DE PREÇO EM FUNÇÃO DO AUMENTO DE CUSTO DO AÇO E DA INDUSTRIALIZAÇÃO (PINTURA BICROMATIZADO).
11/05/2022;IPA;202225402;1247357;FERROLHO DE SEGURANÇA TRINCO BICROMATIZADO 20CM - REF.: 207  FORSUL;UNID;1558086;FERROLHO DE SEGURANÇA TRINCO BICROMATIZADO 20CM FORSUL;UNID;MT com sugestão;Alteração de Característica / Especificação;;FEITA MT PARA ALTERAR O CÓDIGO INTERNO DO PRODUTO QUE ESTAVA  NA DESCRIÇÃO. INCLUSO O CÓDIGO NO CAMPO "SINÔNIMO". ALTERAÇÃO DE PREÇO EM FUNÇÃO DO AUMENTO DE CUSTO DO AÇO E DA INDUSTRIALIZAÇÃO (PINTURA BICROMATIZADO).
11/05/2022;IPA;202225402;1247334;FERROLHO DE SEGURANÇA BICROMATIZADO 30CM TIPO CENTRAL INFERIOR - REF.: 257  FORSUL;UNID;1558087;FERROLHO DE SEGURANÇA BICROMATIZADO 30CM TIPO CENTRAL INFERIOR FORSUL;UNID;MT com sugestão;Alteração de Característica / Especificação;;FEITA MT PARA ALTERAR O CÓDIGO INTERNO DO PRODUTO QUE ESTAVA  NA DESCRIÇÃO. INCLUSO O CÓDIGO NO CAMPO "SINÔNIMO". ALTERAÇÃO DE PREÇO EM FUNÇÃO DO AUMENTO DE CUSTO DO AÇO E DA INDUSTRIALIZAÇÃO (PINTURA BICROMATIZADO).
11/05/2022;IPA;202225402;1247333;FERROLHO DE SEGURANÇA TRINCO BICROMATIZADO 25CM - REF.: 014  FORSUL;UNID;1558088;FERROLHO DE SEGURANÇA  TRINCO BICROMATIZADO 25CM FORSUL;UNID;MT com sugestão;Alteração de Característica / Especificação;;FEITA MT PARA ALTERAR O CÓDIGO INTERNO DO PRODUTO QUE ESTAVA  NA DESCRIÇÃO. INCLUSO O CÓDIGO NO CAMPO "SINÔNIMO". ALTERAÇÃO DE PREÇO EM FUNÇÃO DO AUMENTO DE CUSTO DO AÇO E DA INDUSTRIALIZAÇÃO (PINTURA BICROMATIZADO).
11/05/2022;IPC;110917025;1482484;BOLO PRONTO SABOR: LARANJA  PLUS VITA PCT 250;G;1558089;BOLO PRONTO SABOR: LARANJA SEVEN BOYS PCT 250;G;MT com sugestão;;OUTRA MARCA;OUTRA MARCA
11/05/2022;IPA;202222106;1201469;MANGUEIRA DE BORRACHA AUTOMOTIVA NITRICA P/ALONGAMENTO BOCAL TANQUE- REF.: TE 102070 - 10246787  SR BORRACH;M;1558090;MANGUEIRA DE BORRACHA AUTOMOTIVA NITRICA P/ALONGAMENTO BOCAL TANQUE- REF.: TE 102070 - 10246787 SR BORRACH;UNID;MT com sugestão;;;
11/05/2022;IPA;202228303;1062169;PLANTADEIRA HIDRÁULICA DIRETA ARTICULADA REBOCÁVEL MOD.: PHX 500 MAIS, 5/3 LINHAS, CONJUNTO INTEGRADO DISCO DE CORTE 17" E SULCADOR FAACÃO NO ADUBO, DISCOS DUPLOS ENCONTRADOS 15X15" NA SEMENTE, 5 RODAS DE CONTROLE DE PROFUNDIDADE E COMPACTAÇÃO, ROSCA SEM FIM NO ADUBO, RESERVATÓRIO DE ADUBO EM POLIETILENO, ( PLANTIO DIRETO, ARTICULADA, REBOCÁVEL, S/ MARCADOR DE LINHA)  IMASA;UNID;1558091;PLANTADEIRA HIDRÁULICA DIRETA ARTICULADA REBOCÁVEL MOD.: PHX 500 MAIS, 5/3 LINHAS, CONJUNTO INTEGRADO DISCO DE CORTE 17" E SULCADOR FAACÃO NO ADUBO, DISCOS DUPLOS ENCONTRADOS 15X15" NA SEMENTE, 5 RODAS DE CONTROLE DE PROFUNDIDADE E COMPACTAÇÃO, ROSCA SEM FIM NO ADUBO, RESERVATÓRIO DE ADUBO EM POLIETILENO, ( PLANTIO DIRETO, ARTICULADA, REBOCÁVEL, SEM MARCADOR DE LINHA) IMASA;UNID;NC com sugestão;;;Upgrade de produto, que sofreu atualização e agora recebe a nomeclatura de PHX Plus, mantendo as suas principais especificações, porém com uma maior variedade de opcionais
11/05/2022;IPA;;1062174;PLANTADEIRA DIRETA ARTICULADA REBOCÁVEL HIDRÁULICA MOD.: PHS 125, 10/5/3 LINHAS, 5 CONJUNTO INTEGRADO DISCO DE CORTE 17" E SULCADOR FACÃO NO ADUBO, DISCOS DUPLOS DESENCONTRADOS 13X13" NA SEMENTE, 5 RODAS DE CONTROLE DE PROFUNDIDADE E COMPACTAÇÃO, RESERVATÓRIO DE ADUBO E SEMENTE EM CHAPA PRETA, (PLANTIO DIRETO, ARTICULADA, REBOCÁVEL, S/ MARCADOR DE LINHA)  IMASA;UNID;;;;NC sem sugestão;;;
11/05/2022;IPA;;174158;COLHEDEIRA DE PNEUS REBOCÁVEL SUPER REPICADORA DE FORRAGEM LARG:1,10M PESO BRUTO:820KG  ICMA;UNID;;;;NC sem sugestão;;;
11/05/2022;IPC;120301013;1351294;DOCE PRONTO - CASADINHO;UNID;1558092;DOCE PRONTO BRIGADEIRO;UNID;MT com sugestão;;CR;CR
11/05/2022;ICC;162;1499655;MASSA PARA REVESTIMENTO EXTERNO E INTERNO (CERÂMICA E PORCELANATO) COR: CINZA - ARGACOLA TIPO ACII  ARGA RIO SCO 20;KG;1558093;MASSA PARA ASSENTAMENTO EXTERNO E INTERNO (CERÂMICA E PORCELANATO) COR: CINZA - ARGACOLA TIPO ACII ARGA RIO SCO 20;KG;MT com sugestão;Alteração de Característica / Especificação;;Alterado o termo "Revestimento" para "Assentamento", considerando a finalidade e Tipo do produto. Esta informação foi passada pelo Sr. Luis Eduardo por ligação.
11/05/2022;ICC;122;1474220;ADITIVO IMPERMEABILIZANTE PARA CONCRETO E ARGAMASSA   QUARTZOLIT BALDE 18;L;1558094;ADITIVO IMPERMEABILIZANTE PARA CONCRETO E ARGAMASSA  VIAPOL BALDE 18;L;MT com sugestão;;FAVOR CONSIDERAR A CARACTRISTICA;FAVOR CONSIDERAR A CARACTRISTICA
11/05/2022;ICC;162;1499656;MASSA PARA REVESTIMENTO EXTERNO E INTERNO (CERÂMICA E PORCELANATO) COR: BRANCO - ARGACOLA TIPO ACII  ARGA RIO SCO 20;KG;1558095;MASSA PARA ASSENTAMENTO EXTERNO E INTERNO (CERÂMICA E PORCELANATO) COR: BRANCO - ARGACOLA TIPO ACII ARGA RIO SCO 20;KG;MT com sugestão;Alteração de Característica / Especificação;;Alterado o termo "Revestimento" para "Assentamento", considerando a finalidade e Tipo do produto. Esta informação foi passada pelo Sr. Luis Eduardo por ligação.
11/05/2022;ICC;153;465578;CONEXÃO LUVA DE AÇO GALVANIZADO PARA ELETRODUTO DN:1_1/2"  ZETONE;UNID;1558096;CONEXÃO LUVA DE AÇO GALVANIZADO PARA ELETRODUTO DN:1_1/2" DAISA;UNID;MT com sugestão;Alteração de marca;;
11/05/2022;ICC;153;465577;CONEXÃO LUVA DE AÇO GALVANIZADO PARA ELETRODUTO DN:1_1/4"  ZETONE;UNID;1558097;CONEXÃO LUVA DE AÇO GALVANIZADO PARA ELETRODUTO DN:1_1/4" TRAMONTINA;UNID;MT com sugestão;Alteração de marca;;
11/05/2022;ICC;118;1247356;DOBRADIÇA DE FERRO BICROMATIZADO 3_1/2" TIPO PORTA/JANELA - REF.: 174  FORSUL CARTELA 3;UNID;1558098;DOBRADIÇA DE FERRO BICROMATIZADO 3_1/2" TIPO PORTA/JANELA FORSUL CARTELA 3;UNID;MT com sugestão;Alteração de Característica / Especificação;;FEITA MT PARA ALTERAR O CÓDIGO INTERNO DO PRODUTO QUE ESTAVA  NA DESCRIÇÃO. INCLUSO O CÓDIGO NO CAMPO "SINÔNIMO". ALTERAÇÃO DE PREÇO EM FUNÇÃO DO AUMENTO DE CUSTO DO AÇO E DA INDUSTRIALIZAÇÃO (PINTURA BICROMATIZADO).
11/05/2022;ICC;103;414989;ALUGUEL DE BETONEIRA ELETRICA S/CARREGADOR CAP:320L MONOFÁSICA;MENSAL;1558099;ALUGUEL DE BETONEIRA ELETRICA S/CARREGADOR CAP:400 L MONOFÁSICA;MENSAL;MT com sugestão;Alteração de Característica / Especificação;;Informação obtida através de ligação com o Sr. Jose Luiz, ocorreu alteração na quando de litros de 320 para 400.  Ligação: 05/05/2022
11/05/2022;ICC;143;1317108;RODAPE DE IPE 2CMX7CM BOLEADO;M;1558100;RODAPE DE CUMARU 2CMX7CM BOLEADO;M;MT com sugestão;;;SRA. JAQUELINE (ATEND. CLIENTE) CONFIRMOU O VALOR ATUALIZADO PARA MAIO DE 2022 COM A MADEIRA CUMARU, POIS NÃO TRABALHAM MAIS COM A MADEIRA IPE PARA ESSE PRODUTO. RETORNO PELO WHATSAPP SALVO W.
11/05/2022;ICC;128;1512298;CAIBRO DE CUMARU 5CMX7,5CMX150CM;UNID;1558101;CAIBRO DE CUMARU 5CMX7CM;LINEAR;MT com sugestão;Alteração de unidade de medida;;
11/05/2022;ICC;;1534500;PORTA DE MADEIRA SEMI OCA MED.: 2,10M X 0,70M X 0,030M - LISA - PARA PINTURA;UNID;;;;NC sem sugestão;;;
11/05/2022;ICC;;1221393;MISTURADOR PARA BOX/BANHEIRA BASE REF: B 2116  FABRIMAR;UNID;;;;NC sem sugestão;;;
11/05/2022;SCOPRECO;;1221393;MISTURADOR PARA BOX/BANHEIRA BASE REF: B 2116  FABRIMAR;UNID;;;;NC sem sugestão;;;
11/05/2022;ICC;;1221367;TORNEIRA DE METAL DE USO GERAL PARA LAVATORIO 1/2" REF: 1193 C39  DECA;UNID;;;;NC sem sugestão;;;
11/05/2022;ICC;;1221345;REGISTRO HIDRAULICO DE METAL TIPO GAVETA COMPLETO 1_1/2" AQUARIUS REF: C 1509  FABRIMAR;UNID;;;;NC sem sugestão;;;
11/05/2022;SCOPRECO;;1221345;REGISTRO HIDRAULICO DE METAL TIPO GAVETA COMPLETO 1_1/2" AQUARIUS REF: C 1509  FABRIMAR;UNID;;;;NC sem sugestão;;;
11/05/2022;ICC;;492719;AREIA LAVADA GROSSA;M3;;;;NC sem sugestão;;;
11/05/2022;IPC;120304011;1420223;AÇAI PRONTO   NATIVE BER POTE 400;G;1558122;AÇAI PRONTO  NATIVE BER POTE 200;G;NC com sugestão;;;
11/05/2022;IPC;620501002;1424439;ETANOL COMBUSTIVEL COMUM;L;1558123;ETANOL COMBUSTIVEL ADITIVADO;L;MT com sugestão;;;
11/05/2022;IPC;111517003;1520099;QUEIJO MUÇARELA   ITAMBE;KG;1558124;QUEIJO MUÇARELA  ITAMBE  150;G;NC com sugestão;;;
11/05/2022;IPC;113601001;1544464;CERVEJA   ANTARTICA LT 350;ML;1558125;CERVEJA DUPLO MALTE BRAHMA LT 350;ML;MT com sugestão;Alteração de Característica / Especificação;;
11/05/2022;IPC;810105002;1510646;TARIFA TELEFÔNICA CELULAR ASSINATURA PLANO PÓS PAGO - TIM BLACK A 15GB;MENSAL;1558136;TARIFA TELEFÔNICA CELULAR ASSINATURA PLANO PÓS PAGO - TIM BLACK A 3.0 15GB;MENSAL;MT com sugestão;Alteração de Característica / Especificação;;ALTERAÇÃO NA CARACTERISTICA CONFORME ORIENTAÇÃO DO INDICE
11/05/2022;ALIATA;10160;1528518;LARANJA SELETA FRESCA OU REFRIGERADA    CX 15;KG;1558138;LARANJA SELETA FRESCA OU REFRIGERADA   CX 20;KG;MT com sugestão;;GRAMATURA;GRAMATURA
11/05/2022;IPC;810105002;1540689;TARIFA TELEFÔNICA CELULAR ASSINATURA PLANO PÓS PAGO - TIM BLACK A 2.0 15GB;MENSAL;1558139;TARIFA TELEFÔNICA CELULAR ASSINATURA PLANO PÓS PAGO - TIM BLACK A 3.0 15GB;MENSAL;MT com sugestão;Justificativa livre;;Substituição de plano
11/05/2022;IPC;810105002;1540691;TARIFA TELEFÔNICA CELULAR ASSINATURA PLANO PÓS PAGO - TIM BLACK A 2.0 15GB;MENSAL;1558140;TARIFA TELEFÔNICA CELULAR ASSINATURA PLANO PÓS PAGO - TIM BLACK A 3.0 15GB;MENSAL;MT com sugestão;Justificativa livre;;Substituição de plano
11/05/2022;IPC;810105002;1510628;TARIFA TELEFÔNICA CELULAR ASSINATURA PLANO PÓS PAGO - TIM BLACK A 15GB;MENSAL;1558148;TARIFA TELEFÔNICA CELULAR ASSINATURA PLANO PÓS PAGO - TIM BLACK A 3.0 15GB;MENSAL;MT com sugestão;Alteração de Característica / Especificação;;
11/05/2022;IPC;810105002;1536477;TARIFA TELEFÔNICA CELULAR ASSINATURA PLANO PÓS PAGO - TIM BLACK A 2.0 15GB;MENSAL;1558149;TARIFA TELEFÔNICA CELULAR ASSINATURA PLANO PÓS PAGO - TIM BLACK A 3.0 15GB;MENSAL;MT com sugestão;Alteração de Característica / Especificação;;
11/05/2022;IPC;111903014;774480;ALCATRA DE BOVINO REFRIGERADA/CONGELADA EM BANDEJA;KG;1558150;ALCATRA DE BOVINO REFRIGERADA/CONGELADA EM BIFE;KG;MT com sugestão;;EM BIFE;EM BIFE
